"","price_per_sqmt","facing_direction","floor_level","decoration"
"29351",96690,"East/West","middle","simple"
"29352",100539,"South","low","simple"
"29353",99416,"South","middle","simple"
"29354",98690,"East/West","high","simple"
"29355",104453,"North","middle","simple"
"29356",96690,"East/West","low","simple"
"29357",91568,"South","middle","refined"
"29358",93365,"South","middle","refined"
"29359",83306,"East/West","low","simple"
"29360",83772,"South","middle","simple"
"29361",102621,"North","low","refined"
"29362",76876,"East/West","first","simple"
"29363",79063,"North","middle","refined"
"29364",86422,"East/West","middle","simple"
"29365",75540,"East/West","middle","simple"
"29366",88440,"East/West","low","simple"
"29367",104492,"North","top","refined"
"29368",92358,"North","middle","simple"
"29369",78644,"East/West","low","refined"
"29370",82215,"South","middle","other"
"29371",89230,"South","middle","refined"
"29372",75736,"East/West","middle","refined"
"29373",75147,"East/West","low","refined"
"29374",76191,"South","high","refined"
"29375",70808,"South","middle","refined"
"29376",91443,"North","low","refined"
"29377",78641,"South","middle","simple"
"29378",71135,"East/West","top","refined"
"29379",80544,"East/West","high","refined"
"29380",69755,"South","middle","refined"
"29381",71057,"South","middle","simple"
"29382",77882,"North","low","other"
"29383",66920,"South","low","refined"
"29384",71678,"North","middle","simple"
"29385",73971,"South","middle","other"
"29386",71931,"North","middle","simple"
"29387",70913,"East/West","middle","simple"
"29388",75676,"South","middle","refined"
"29389",60910,"East/West","top","simple"
"29390",60549,"East/West","top","simple"
"29391",77692,"North","first","simple"
"29392",65830,"South","top","simple"
"29393",59223,"East/West","middle","refined"
"29394",71495,"North","low","other"
"29395",63886,"North","middle","other"
"29396",70720,"North","middle","refined"
"29397",63025,"North","low","simple"
"29398",59716,"East/West","middle","simple"
"29399",63192,"South","middle","simple"
"29400",66035,"South","low","refined"
"29401",52732,"East/West","middle","refined"
"29402",60070,"South","top","simple"
"29403",63223,"East/West","low","other"
"29404",61652,"North","middle","other"
"29405",52017,"South","middle","simple"
"29406",68745,"North","middle","simple"
"29407",60176,"East/West","middle","simple"
"29408",60406,"South","middle","refined"
"29409",65244,"East/West","high","other"
"29410",64547,"North","low","simple"
"29411",61592,"East/West","low","simple"
"29412",71102,"North","high","other"
"29413",57985,"South","top","refined"
"29414",55293,"South","top","refined"
"29415",63868,"East/West","low","simple"
"29416",52105,"North","middle","other"
"29417",59522,"East/West","low","simple"
"29418",55319,"South","first","simple"
"29419",52959,"South","middle","simple"
"29420",65280,"North","middle","other"
"29421",47613,"East/West","middle","simple"
"29422",62306,"North","low","refined"
"29423",59853,"North","middle","refined"
"29424",60840,"North","middle","refined"
"29425",53869,"East/West","top","other"
"29426",55170,"South","middle","refined"
"29427",58526,"North","first","refined"
"29428",43512,"East/West","middle","other"
"29429",46047,"South","first","simple"
"29430",60335,"North","middle","simple"
"29431",47031,"South","middle","refined"
"29432",43248,"North","middle","other"
"29433",48301,"South","middle","refined"
"29434",52906,"East/West","top","simple"
"29435",56462,"North","middle","other"
"29436",52640,"East/West","high","refined"
"29437",50580,"South","middle","simple"
"29438",44411,"East/West","middle","simple"
"29439",48559,"East/West","middle","refined"
"29440",51159,"South","middle","refined"
"29441",56825,"South","middle","other"
"29442",57644,"East/West","top","other"
"29443",56860,"North","middle","other"
"29444",58464,"South","middle","other"
"29445",56860,"North","low","other"
"29446",58737,"East/West","middle","other"
"29447",43316,"North","first","other"
"29448",39984,"East/West","high","other"
"29449",41062,"East/West","low","other"
"29450",37380,"East/West","high","other"
"29451",39414,"North","middle","other"
"29452",38371,"South","middle","other"
"29453",34388,"East/West","low","other"
"29454",34211,"East/West","top","other"
"29455",34128,"East/West","low","other"
"29456",34996,"South","low","other"
"29457",36700,"North","top","other"
"29458",36651,"North","top","other"
"29459",32316,"North","low","other"
"29460",73983,"South","high","refined"
"29461",47940,"South","first","simple"
"29462",40449,"South","high","other"
"29463",84885,"East/West","middle","simple"
"29464",89620,"South","top","other"
"29465",75260,"South","high","other"
"29466",95051,"South","high","simple"
"29467",127965,"South","high","refined"
"29468",87695,"South","high","simple"
"29469",99313,"South","high","refined"
"29470",84212,"South","top","refined"
"29471",77137,"North","high","other"
"29472",112524,"South","high","refined"
"29473",98955,"South","middle","refined"
"29474",101756,"South","middle","refined"
"29475",91605,"South","high","refined"
"29476",94685,"South","low","refined"
"29477",82508,"South","middle","simple"
"29478",83594,"South","middle","simple"
"29479",99080,"South","top","refined"
"29480",101291,"South","first","simple"
"29481",106963,"South","middle","other"
"29482",101618,"South","high","simple"
"29483",101133,"North","top","simple"
"29484",109224,"South","low","refined"
"29485",84867,"North","high","simple"
"29486",84300,"East/West","middle","refined"
"29487",89161,"South","middle","simple"
"29488",80902,"South","first","refined"
"29489",74622,"South","middle","refined"
"29490",71088,"South","low","refined"
"29491",95034,"South","low","simple"
"29492",82776,"South","middle","simple"
"29493",83739,"South","high","refined"
"29494",73755,"South","first","refined"
"29495",81789,"South","middle","refined"
"29496",81189,"South","middle","simple"
"29497",79193,"East/West","middle","refined"
"29498",61765,"South","middle","refined"
"29499",72110,"South","middle","refined"
"29500",100666,"South","high","simple"
"29501",73207,"South","middle","refined"
"29502",64185,"South","high","simple"
"29503",79208,"South","high","simple"
"29504",98960,"South","middle","simple"
"29505",66470,"South","first","refined"
"29506",74518,"South","low","other"
"29507",80333,"South","high","refined"
"29508",66269,"South","low","simple"
"29509",95547,"South","middle","refined"
"29510",72608,"South","top","simple"
"29511",64096,"South","middle","simple"
"29512",64864,"South","low","other"
"29513",66841,"South","top","refined"
"29514",57686,"South","middle","simple"
"29515",60883,"South","low","refined"
"29516",72597,"South","high","refined"
"29517",69175,"South","middle","simple"
"29518",65815,"South","low","refined"
"29519",61417,"South","middle","refined"
"29520",55051,"South","high","refined"
"29521",59366,"South","high","simple"
"29522",55177,"South","high","refined"
"29523",58949,"South","middle","simple"
"29524",62059,"South","first","simple"
"29525",66160,"South","high","refined"
"29526",53946,"South","low","refined"
"29527",57031,"South","low","other"
"29528",55732,"East/West","first","simple"
"29529",54311,"South","high","other"
"29530",68937,"South","middle","refined"
"29531",51277,"South","high","other"
"29532",51664,"South","top","refined"
"29533",56819,"South","high","simple"
"29534",57954,"South","first","refined"
"29535",57096,"South","high","refined"
"29536",48316,"South","middle","refined"
"29537",46361,"South","low","other"
"29538",43946,"South","low","simple"
"29539",48037,"South","middle","refined"
"29540",48596,"South","high","refined"
"29541",46000,"South","low","refined"
"29542",39073,"North","first","bare"
"29543",45631,"East/West","middle","simple"
"29544",48173,"South","low","refined"
"29545",56012,"South","low","refined"
"29546",41812,"South","high","simple"
"29547",67568,"South","low","other"
"29548",49156,"South","middle","other"
"29549",58482,"South","first","other"
"29550",54311,"South","high","other"
"29551",55578,"South","high","other"
"29552",83604,"South","high","other"
"29553",78315,"East/West","high","other"
"29554",117555,"South","middle","refined"
"29555",113739,"South","low","simple"
"29556",110638,"South","middle","simple"
"29557",117726,"South","middle","simple"
"29558",105147,"South","low","refined"
"29559",110487,"South","low","refined"
"29560",113488,"South","top","simple"
"29561",115520,"South","low","refined"
"29562",146217,"South","middle","simple"
"29563",109005,"South","middle","bare"
"29564",107262,"South","middle","refined"
"29565",99346,"South","high","refined"
"29566",93856,"South","middle","refined"
"29567",90761,"South","middle","refined"
"29568",96045,"South","middle","simple"
"29569",87571,"South","high","simple"
"29570",79036,"South","low","simple"
"29571",81140,"South","low","refined"
"29572",84100,"South","high","refined"
"29573",73642,"South","high","refined"
"29574",75712,"South","middle","refined"
"29575",52855,"South","low","simple"
"29576",66438,"South","middle","refined"
"29577",54772,"South","middle","refined"
"29578",72276,"South","low","other"
"29579",72142,"South","middle","other"
"29580",19130,"South","middle","other"
"29581",101575,"South","high","other"
"29582",101930,"South","top","simple"
"29583",104412,"South","middle","refined"
"29584",103389,"South","middle","simple"
"29585",112434,"South","middle","refined"
"29586",102803,"South","high","refined"
"29587",109811,"South","low","other"
"29588",112157,"South","low","refined"
"29589",100957,"South","low","refined"
"29590",112568,"South","high","refined"
"29591",97150,"South","low","refined"
"29592",105984,"South","middle","refined"
"29593",114529,"South","middle","other"
"29594",102005,"South","low","refined"
"29595",90603,"South","middle","refined"
"29596",86281,"South","middle","refined"
"29597",85123,"South","high","refined"
"29598",63537,"South","low","simple"
"29599",86960,"South","middle","refined"
"29600",75301,"South","middle","refined"
"29601",73362,"South","middle","refined"
"29602",64274,"South","low","other"
"29603",71827,"South","middle","simple"
"29604",68794,"South","low","simple"
"29605",69139,"South","middle","bare"
"29606",73056,"South","high","refined"
"29607",60423,"South","top","refined"
"29608",61106,"South","top","simple"
"29609",57053,"South","middle","refined"
"29610",64962,"South","middle","refined"
"29611",70217,"South","high","refined"
"29612",57652,"South","middle","refined"
"29613",52702,"South","low","refined"
"29614",56480,"South","middle","other"
"29615",69316,"South","high","refined"
"29616",66930,"South","low","other"
"29617",58016,"South","middle","other"
"29618",46700,"South","middle","other"
"29619",43905,"South","low","other"
"29620",45489,"South","top","other"
"29621",42027,"South","high","other"
"29622",116400,"South","middle","refined"
"29623",123771,"South","middle","refined"
"29624",121847,"South","middle","refined"
"29625",124409,"South","low","refined"
"29626",128113,"South","middle","refined"
"29627",126796,"South","middle","refined"
"29628",123397,"South","middle","refined"
"29629",126091,"South","middle","refined"
"29630",121610,"South","middle","refined"
"29631",84246,"South","first","refined"
"29632",99833,"South","middle","refined"
"29633",94662,"South","high","refined"
"29634",97954,"South","middle","refined"
"29635",100191,"South","middle","refined"
"29636",99038,"South","middle","refined"
"29637",85117,"South","middle","refined"
"29638",78791,"South","high","refined"
"29639",76636,"South","middle","other"
"29640",74391,"South","low","refined"
